country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","11-11-2025 18:00:00",12.920984,77.584908,PM2.5,81,127,96
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","11-11-2025 18:00:00",12.920984,77.584908,OZONE,13,83,58
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","11-11-2025 18:00:00",10.532400,76.215900,PM2.5,NA,NA,NA
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","11-11-2025 18:00:00",10.532400,76.215900,CO,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","11-11-2025 18:00:00",23.264759,77.381568,NO2,15,78,33
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","11-11-2025 18:00:00",23.264759,77.381568,SO2,7,14,10
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","11-11-2025 18:00:00",23.233584,77.400574,PM2.5,84,357,227
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","11-11-2025 18:00:00",23.233584,77.400574,PM10,129,409,196
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","11-11-2025 18:00:00",23.233584,77.400574,OZONE,8,193,141
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","11-11-2025 18:00:00",12.21041,76.37376,OZONE,5,103,73
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","11-11-2025 18:00:00",13.34194444,74.74694444,NO2,NA,NA,NA
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB","11-11-2025 18:00:00",13.34194444,74.74694444,NH3,NA,NA,NA
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","11-11-2025 18:00:00",16.802639,75.722694,NO2,11,12,11
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","11-11-2025 18:00:00",16.7602,77.1428,PM2.5,NA,NA,NA
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","11-11-2025 18:00:00",16.7602,77.1428,PM10,NA,NA,NA
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","11-11-2025 18:00:00",16.7602,77.1428,OZONE,12,18,14
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","11-11-2025 18:00:00",23.80569,86.44268,NO2,90,111,95
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","11-11-2025 18:00:00",16.172806,75.659694,NO2,11,12,12
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","11-11-2025 18:00:00",16.172806,75.659694,SO2,7,7,7
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","11-11-2025 18:00:00",15.888653,74.541751,NH3,7,11,9
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","11-11-2025 18:00:00",12.9135218,77.5950804,OZONE,20,21,20
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","11-11-2025 18:00:00",17.336318,76.847397,CO,44,70,51
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","11-11-2025 18:00:00",15.347630,76.181767,CO,5,64,34
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","11-11-2025 18:00:00",12.415911,75.735050,OZONE,4,6,4
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","11-11-2025 18:00:00",12.889250,74.853000,OZONE,4,43,26
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","11-11-2025 18:00:00",8.563700,76.886500,PM2.5,32,37,35
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","11-11-2025 18:00:00",8.5149093,76.9435879,PM10,35,63,46
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","11-11-2025 18:00:00",8.5149093,76.9435879,OZONE,9,46,18
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","11-11-2025 18:00:00",20.939198,77.765701,PM2.5,71,311,184
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","11-11-2025 18:00:00",20.939198,77.765701,SO2,1,8,3
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","11-11-2025 18:00:00",20.939198,77.765701,CO,38,145,50
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","11-11-2025 18:00:00",19.875620,75.387310,PM2.5,18,184,89
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","11-11-2025 18:00:00",19.875620,75.387310,CO,21,90,42
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-11-2025 18:00:00",19.863756,75.321188,NO2,NA,NA,NA
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","11-11-2025 18:00:00",19.863756,75.321188,NH3,NA,NA,NA
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","11-11-2025 18:00:00",19.16485,73.23409,PM2.5,33,140,68
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","11-11-2025 18:00:00",19.0243902,73.0406721,NO2,18,20,19
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","11-11-2025 18:00:00",24.108970,82.645580,PM10,85,361,143
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","11-11-2025 18:00:00",24.108970,82.645580,SO2,38,55,43
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-11-2025 18:00:00",19.10122,74.73339,PM2.5,54,99,76
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-11-2025 18:00:00",19.10122,74.73339,PM10,60,114,82
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-11-2025 18:00:00",19.10122,74.73339,NH3,5,7,6
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-11-2025 18:00:00",19.10122,74.73339,CO,2,103,18
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","11-11-2025 18:00:00",19.10122,74.73339,OZONE,4,111,86
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","11-11-2025 18:00:00",20.719516,77.000253,NH3,3,36,9
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","11-11-2025 18:00:00",20.719516,77.000253,CO,8,132,17
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","11-11-2025 18:00:00",22.4310,75.5213,PM10,55,236,143
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","11-11-2025 18:00:00",22.4310,75.5213,NO2,111,224,153
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","11-11-2025 18:00:00",22.6780,75.8559,PM10,48,132,85
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","11-11-2025 18:00:00",22.6780,75.8559,CO,22,38,23
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","11-11-2025 18:00:00",22.7084,75.8815,SO2,27,30,29
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","11-11-2025 18:00:00",23.163174,79.973061,PM2.5,93,207,132
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","11-11-2025 18:00:00",23.163174,79.973061,NO2,14,27,22
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","11-11-2025 18:00:00",23.163174,79.973061,NH3,1,2,2
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","11-11-2025 18:00:00",23.108440,77.511428,NO2,36,191,110
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","11-11-2025 18:00:00",22.624758,75.675238,NO2,16,54,35
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","11-11-2025 18:00:00",23.331731,75.045981,SO2,18,20,19
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","11-11-2025 18:00:00",23.838586,78.759431,PM10,101,191,124
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","11-11-2025 18:00:00",23.838586,78.759431,NH3,1,3,1
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","11-11-2025 18:00:00",23.838586,78.759431,OZONE,21,53,47
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","11-11-2025 18:00:00",23.142888,79.916147,PM2.5,48,148,83
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","11-11-2025 18:00:00",23.142888,79.916147,CO,42,118,59
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","11-11-2025 18:00:00",23.218135,79.957770,SO2,2,4,4
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","11-11-2025 18:00:00",23.50016,80.23284,PM10,60,279,148
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","11-11-2025 18:00:00",23.50016,80.23284,OZONE,11,145,89
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","11-11-2025 18:00:00",23.108440,77.511428,PM2.5,114,413,300
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","11-11-2025 18:00:00",21.001264,75.565602,PM2.5,83,305,150
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","11-11-2025 18:00:00",21.001264,75.565602,NO2,5,72,29
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","11-11-2025 18:00:00",19.854616,75.905894,PM2.5,47,220,83
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","11-11-2025 18:00:00",19.854616,75.905894,SO2,5,18,10
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","11-11-2025 18:00:00",19.25292,73.142019,PM10,54,135,83
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","11-11-2025 18:00:00",19.25292,73.142019,NO2,36,36,36
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","11-11-2025 18:00:00",19.309073,73.057223,PM10,NA,NA,NA
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","11-11-2025 18:00:00",19.309073,73.057223,SO2,NA,NA,NA
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","11-11-2025 18:00:00",19.309073,73.057223,OZONE,34,82,63
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","11-11-2025 18:00:00",19.786089,72.757971,OZONE,20,21,21
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","11-11-2025 18:00:00",19.9775302,79.2337086,NO2,12,47,24
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","11-11-2025 18:00:00",26.203442,78.193251,NH3,2,4,3
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","11-11-2025 18:00:00",26.203442,78.193251,SO2,11,17,13
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","11-11-2025 18:00:00",16.7143745,74.2426398,PM10,31,113,87
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-11-2025 18:00:00",18.96702,72.84214,PM2.5,41,239,99
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-11-2025 18:00:00",18.96702,72.84214,PM10,59,136,110
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","11-11-2025 18:00:00",18.96702,72.84214,NO2,41,148,86
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","11-11-2025 18:00:00",19.1878657,72.8304069,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","11-11-2025 18:00:00",19.1878657,72.8304069,NH3,6,40,20
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","11-11-2025 18:00:00",18.897756,72.813320,PM10,51,305,133
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","11-11-2025 18:00:00",18.897756,72.813320,NO2,38,200,100
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","11-11-2025 18:00:00",18.897756,72.813320,CO,6,101,26
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","11-11-2025 18:00:00",18.897756,72.813320,OZONE,11,123,50
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","11-11-2025 18:00:00",19.137500,72.915056,PM2.5,47,228,100
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","11-11-2025 18:00:00",19.383200,72.820400,PM2.5,29,95,53
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","11-11-2025 18:00:00",19.383200,72.820400,NO2,18,24,22
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","11-11-2025 18:00:00",19.383200,72.820400,NH3,3,5,4
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","11-11-2025 18:00:00",19.10861,72.83622,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","11-11-2025 18:00:00",18.9936162,72.8128113,PM2.5,NA,NA,NA
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","11-11-2025 18:00:00",18.9936162,72.8128113,PM10,NA,NA,NA
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","11-11-2025 18:00:00",21.121801,79.04952,NO2,13,76,35
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","11-11-2025 18:00:00",21.14472,79.107595,PM10,106,173,133
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","11-11-2025 18:00:00",21.14472,79.107595,NH3,3,5,4
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","11-11-2025 18:00:00",19.137500,72.915056,CO,16,17,16
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","11-11-2025 18:00:00",19.000084,72.856730,OZONE,76,348,199
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-11-2025 18:00:00",19.060498,72.923356,PM2.5,21,197,117
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","11-11-2025 18:00:00",19.060498,72.923356,SO2,11,23,14
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","11-11-2025 18:00:00",19.000083,72.813993,PM10,17,145,97
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","11-11-2025 18:00:00",19.000083,72.813993,CO,18,79,33
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","11-11-2025 18:00:00",19.047000,72.874600,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","11-11-2025 18:00:00",19.047000,72.874600,SO2,NA,NA,NA
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","11-11-2025 18:00:00",20.555712,74.529236,PM10,75,147,100
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","11-11-2025 18:00:00",20.555712,74.529236,CO,40,48,44
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","11-11-2025 18:00:00",20.555712,74.529236,OZONE,35,55,38
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","11-11-2025 18:00:00",19.296481,72.840923,PM10,NA,NA,NA
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","11-11-2025 18:00:00",19.296481,72.840923,OZONE,78,78,78
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-11-2025 18:00:00",19.053536,72.84643,NO2,31,52,40
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","11-11-2025 18:00:00",19.053536,72.84643,NH3,19,85,40
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","11-11-2025 18:00:00",18.910000,72.820000,PM2.5,13,102,46
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","11-11-2025 18:00:00",19.04946,72.9230,NH3,6,11,9
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","11-11-2025 18:00:00",19.083694,72.920967,OZONE,3,175,130
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","11-11-2025 18:00:00",19.205800,72.868200,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","11-11-2025 18:00:00",19.205800,72.868200,CO,8,28,24
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-11-2025 18:00:00",19.950220,73.731480,NO2,15,109,44
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-11-2025 18:00:00",19.950220,73.731480,NH3,4,5,4
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-11-2025 18:00:00",19.950220,73.731480,CO,14,15,14
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","11-11-2025 18:00:00",19.950220,73.731480,OZONE,9,117,91
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","11-11-2025 18:00:00",19.9591346,73.7788008,CO,18,70,22
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","11-11-2025 18:00:00",18.9767,72.8380,OZONE,15,69,63
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","11-11-2025 18:00:00",19.11074,72.86084,PM10,90,157,123
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","11-11-2025 18:00:00",19.11074,72.86084,NH3,7,40,16
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","11-11-2025 18:00:00",19.0364585,72.8954371,PM10,67,127,101
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","11-11-2025 18:00:00",21.152875,79.0517531,CO,16,116,33
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","11-11-2025 18:00:00",21.143383,79.048912,NH3,2,17,5
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","11-11-2025 18:00:00",19.173852,77.296291,CO,17,26,22
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","11-11-2025 18:00:00",19.215859,72.831718,PM10,49,106,68
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","11-11-2025 18:00:00",19.215859,72.831718,NH3,1,3,1
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","11-11-2025 18:00:00",19.0863,72.8888,NO2,5,8,6
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","11-11-2025 18:00:00",19.4458210,72.7988231,NO2,7,95,41
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","11-11-2025 18:00:00",25.5803419,91.8942571,PM10,NA,NA,NA
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","11-11-2025 18:00:00",25.5803419,91.8942571,NO2,NA,NA,NA
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","11-11-2025 18:00:00",25.5586,91.8985,NO2,NA,NA,NA
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","11-11-2025 18:00:00",25.5586,91.8985,CO,4,18,9
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","11-11-2025 18:00:00",25.6635413,94.0989878,SO2,70,74,72
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","11-11-2025 18:00:00",25.6635413,94.0989878,CO,4,16,7
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","11-11-2025 18:00:00",20.832874,85.104082,PM2.5,170,345,263
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","11-11-2025 18:00:00",20.832874,85.104082,NO2,13,33,20
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","11-11-2025 18:00:00",18.605770,73.749976,PM10,54,274,122
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","11-11-2025 18:00:00",18.605770,73.749976,OZONE,9,70,51
India,Maharashtra,Pune,"Hadapsar, Pune - IITM","11-11-2025 18:00:00",18.501793,73.927532,CO,50,57,55
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","11-11-2025 18:00:00",18.454450,73.854155,OZONE,NA,NA,NA
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","11-11-2025 18:00:00",18.573040,73.927715,PM2.5,NA,NA,NA
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","11-11-2025 18:00:00",18.573040,73.927715,CO,7,47,26
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","11-11-2025 18:00:00",18.536457,73.805454,NO2,11,54,25
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","11-11-2025 18:00:00",21.51161,86.89088,SO2,6,22,12
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","11-11-2025 18:00:00",22.1166054,85.3945546,PM2.5,83,342,167
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","11-11-2025 18:00:00",22.1166054,85.3945546,CO,28,62,33
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","11-11-2025 18:00:00",21.941841,86.728318,OZONE,15,107,80
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","11-11-2025 18:00:00",20.240790,85.836784,NO2,29,161,71
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","11-11-2025 18:00:00",18.530085,73.849598,NO2,25,137,71
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","11-11-2025 18:00:00",18.547056,73.826908,PM10,88,171,134
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","11-11-2025 18:00:00",18.547056,73.826908,NH3,1,10,4
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","11-11-2025 18:00:00",18.547056,73.826908,CO,22,102,29
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","11-11-2025 18:00:00",17.6336264,75.9132495,NH3,6,31,15
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","11-11-2025 18:00:00",19.265594,76.761463,CO,10,14,12
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","11-11-2025 18:00:00",18.59051,73.77946,PM2.5,75,149,108
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","11-11-2025 18:00:00",18.59051,73.77946,NO2,29,76,46
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","11-11-2025 18:00:00",18.616318,73.765797,PM10,99,151,124
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","11-11-2025 18:00:00",18.616318,73.765797,NH3,3,4,3
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","11-11-2025 18:00:00",21.643900,85.599355,PM2.5,25,86,63
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","11-11-2025 18:00:00",21.643900,85.599355,SO2,NA,NA,NA
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","11-11-2025 18:00:00",21.847279,85.416905,SO2,6,23,10
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","11-11-2025 18:00:00",22.265816,86.174829,PM10,59,112,82
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","11-11-2025 18:00:00",22.265816,86.174829,OZONE,18,38,33
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","11-11-2025 18:00:00",19.1135051,73.008978,CO,20,22,20
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","11-11-2025 18:00:00",19.0575752,73.0151367,PM2.5,58,189,95
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","11-11-2025 18:00:00",19.0630,73.1209,NO2,13,29,21
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","11-11-2025 18:00:00",19.0630,73.1209,CO,30,30,30
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","11-11-2025 18:00:00",19.0630,73.1209,OZONE,11,50,34
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","11-11-2025 18:00:00",20.94185,86.11510,NH3,2,3,2
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","11-11-2025 18:00:00",20.94185,86.11510,OZONE,11,185,143
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","11-11-2025 18:00:00","20.48891     ","85.84768     ",NO2,15,130,51
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","11-11-2025 18:00:00","20.48891     ","85.84768     ",NH3,2,4,3
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","11-11-2025 18:00:00",19.26777,72.97182,NH3,1,9,5
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","11-11-2025 18:00:00",19.235581,73.159121,NO2,10,34,22
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","11-11-2025 18:00:00",19.4458210,72.7988231,PM2.5,45,250,114
India,Punjab,Patiala,"Model Town, Patiala - PPCB","11-11-2025 18:00:00",30.349388,76.366642,NO2,15,19,17
India,Punjab,Patiala,"Model Town, Patiala - PPCB","11-11-2025 18:00:00",30.349388,76.366642,CO,12,102,22
India,Punjab,Patiala,"Model Town, Patiala - PPCB","11-11-2025 18:00:00",30.349388,76.366642,OZONE,10,42,29
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","11-11-2025 18:00:00",31.0325454,76.5623046,NO2,2,7,5
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","11-11-2025 18:00:00",26.470859,74.646594,NO2,23,37,25
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","11-11-2025 18:00:00",27.554793,76.611536,CO,38,96,57
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","11-11-2025 18:00:00",23.555190,74.440010,PM10,84,234,134
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","11-11-2025 18:00:00",23.555190,74.440010,NO2,12,128,40
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","11-11-2025 18:00:00",25.344694,72.626208,PM2.5,35,314,114
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","11-11-2025 18:00:00",25.344694,72.626208,OZONE,2,112,88
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","11-11-2025 18:00:00",24.588397,76.172782,NH3,3,5,4
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","11-11-2025 18:00:00",24.588397,76.172782,SO2,8,17,12
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","11-11-2025 18:00:00",24.588397,76.172782,CO,22,114,37
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","11-11-2025 18:00:00",28.108988,75.386577,PM10,85,456,233
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","11-11-2025 18:00:00",28.108988,75.386577,SO2,3,17,7
